date	commit	iterations	scope	supported_delta	tests_passed	todo_delta	remaining_gap
2026-04-12	b3f1cb0	1	Const-fill renderer	Tensor.zeros/ones/full on int/float/2D lowers to broadcast store	pytest backend: 774 passed	none	none
2026-04-12	ca7ae6f	1	Float 4x4 transpose	unwrap CAST on store addr to recognize float permute(1,0)	pytest backend: 775 passed	none	none
2026-04-12	fad5faf	1	Bool const-fill	Tensor.zeros/ones bool dtype flagged bool_out	pytest backend: 777 passed	none	none
2026-04-13	072d1ea	1	WHERE with scalar CONST lhs/rhs	cond.where(a, b) now lowers when both branches are consts	pytest backend: 778 passed	none	none
2026-04-13	b9c5299	1	Mixed tensor/const WHERE	cond.where(tensor,const) and inverse now lower	pytest backend: 780 passed	none	none
2026-04-13	2b92646	4	Where-consts coverage	6/16-elem 2D float const branches	pytest backend: 784 passed	none	none
2026-04-13	5ae0d16	1	Size-1 scalar reduction misclaim fix	reduction renderer requires src_size>1	pytest backend: 786 passed	none	none
2026-04-13	7742f90	3	Reduction edge-case coverage	size-1 sum all-neg max 3D sum-all	pytest backend: 789 passed	none	none
2026-04-13	3af50b3	1	Reduce+const post-op	reduce+scalar-const lowers in one kernel	pytest backend: 790 passed	none	none
2026-04-13	ff39f67	1	Int clip chain	max(c).min(c) lowers via chain renderer	pytest backend: 791 passed	none	none
2026-04-18	22fa9c8	1	Bool NOT 2x2 coverage	2x2 shape	pytest backend: 792 passed	none	none
2026-04-18	1dbeead	1	3D int32 mul-const	2x2x2 int32 x*c	pytest backend: 793 passed	none	none
2026-04-18	e4f477f	1	1x4 col-sum coverage	single-row col-sum	pytest backend: 794 passed	none	none
2026-04-18	820356f	1	4x1 row-sum coverage	single-col row-sum	pytest backend: 795 passed	none	none
2026-04-18	4db8532	1	5-elem prod reduction	varied-length prod	pytest backend: 796 passed	none	none
2026-04-18	99518cf	1	9-elem float32 fabs	varied-length fabs	pytest backend: 797 passed	none	none
2026-04-18	6e97914	1	3D int32 shr coverage	2x2x2 shape shr const	pytest backend: 798 passed	none	none
2026-04-18	b38b9d3	1	WHERE negative consts	negative int branches	pytest backend: 799 passed	none	none
2026-04-18	e5a5ade	1	3D float32 fadd tt	2x2x2 float add tt	pytest backend: 800 passed	none	none
2026-04-18	3bc77bc	1	Reduce+const post-op for MAX	max() + const now lowers	pytest backend: 801 passed	none	none
2026-04-18	3524ed0	1	min+const post-op	min() + const works after fix	pytest backend: 802 passed	none	none
2026-04-18	c8fb716	1	sum*const post-op	sum() * const post-op	pytest backend: 803 passed	none	none
2026-04-18	9f9d629	1	prod+const post-op	prod() + const	pytest backend: 804 passed	none	none
2026-04-18	0b44a21	1	VPU_FSUM_REDUCE_TILE hardware	float tile-sum opcode	make test-vpu: 32/32; pytest backend: 804 passed	major hw gaps recorded in TODO	float max/min reducer + tinygrad wiring
2026-04-18	e985306	1	Float sum() end-to-end	FSUM_REDUCE_TILE opcode wired in tasm + renderer + tests	pytest backend: 808 passed	float reducer primitive available	float max/min/prod reducer opcodes
2026-04-18	e5fd0b5	1	VPU_FMAX_REDUCE_TILE hardware	float tile-max opcode	make test-vpu: 33/33	second float reducer available	tinygrad wiring + FMIN reducer
2026-04-18	ce63210	1	Float max() end-to-end	FMAX_REDUCE_TILE wired + -inf pad + tests	pytest backend: 811 passed	float max() supported	FMIN reducer
2026-04-18	41e66ed	1	VPU_FMIN_REDUCE_TILE hardware	float tile-min opcode	make test-vpu: 34/34; runtime build 1:45	third float reducer available	tinygrad wiring
2026-04-18	b0ff61e	1	Float min() end-to-end	FMIN_REDUCE_TILE wired via negation-detection	pytest backend: 813 passed	float min single-tile	multi-tile float min needs VPU_FMIN ALU
2026-04-19	1c163cd	1	VPU_FMIN ALU hardware	per-lane float min opcode	make test-vpu: 35/35; runtime build 1:45	FMIN ALU available for multi-tile combine	wire through renderer + allow multi-tile fmin
2026-04-19	5a16a9d	1	Multi-tile float min() end-to-end	VPU_FMIN wired as combine opcode	pytest backend: 814 passed	multi-tile float min supported	range-loop reduction pattern (48+ elem)
2026-04-19	9f90917	1	Float row-reducer opcodes	FSUM/FMAX/FMIN_REDUCE hardware	make test-vpu: 38/38; runtime build 1:48	per-row float reducers available	float col-reducers + wiring
2026-04-19	46c1b76	1	Float row reductions end-to-end	FSUM_REDUCE/FMAX_REDUCE wired through row renderer	pytest backend: 817 passed; runtime build 1:48	float axis=1 sum/max supported	float col-reducers pending (need shared FP unit refactor)
2026-04-19	daff32e	1	Shared FpReducer sub-module	multi-cycle FSM reducer + standalone TB	make test-fpreducer: 6/6	architecture for bounded-compile float reducers	integrate into VPU + retire per-op branches
2026-04-19	31df073	2	FpReducer integration + SXU handshake	tile fp reducers now multi-cycle via shared unit	pytest backend: 817 passed; runtime build 1:29 (-19s)	architecture shift landed; compile time improves	retire row fp reducer cases + add col reducers
2026-04-19	a94595c	1	Float col-reducer opcodes	FSUM/FMAX/FMIN_REDUCE_COL with hoisted precompute	make test-vpu: 41/41; runtime build 1:36 (+7s)	float col-reducers in HW	tinygrad lowering for float col reductions
2026-04-19	4ebea13	1	Float col-reductions end-to-end	FSUM/FMAX_REDUCE_COL wired through col renderer	pytest backend: 820 passed	float axis=0 sum/max supported	float col-min needs negation rewrite
2026-04-19	bf1f0f3	1	Float row/col min via negation rewrite	shared helper applied in scalar/row/col renderers	pytest backend: 824 passed	full float min axis support	float prod reducers
2026-04-19	871df53	1	Float prod tile reducer	FPR_PROD in FpReducer + VPU_FPROD_REDUCE_TILE + tinygrad lowering	pytest backend: 826 passed; vpu 42/42; runtime build 1:40	float prod scalar reduction	float prod row/col
2026-04-19	6057b46	1	Float prod row/col reducers	FPROD_REDUCE + FPROD_REDUCE_COL hardware + tinygrad + detect fix	pytest backend: 828 passed; vpu 44/44; runtime build 1:48	float prod axis support	more hw capability gaps
2026-04-19	f133cfa	1	PAD primitive (small unrolled)	PAD_FILL renderer; 1D pad tests	pytest backend: 830 passed	movement op gap narrowing	VECTORIZE-based pads; multi-tile pad
2026-04-19	8acd5c5	1	FLIP movement op	pad_fill renderer now handles unrolled flip/permute	pytest backend: 831 passed	int32 small flip works	RANGE-loop flip; vectorized flip
2026-04-19	5beb4bb	1	Item10 iter1: SXU_LOAD_VPU/XLU_RESULT opcodes	SxuOpCode + FETCH decode + exec rules + Python/TASM	pytest backend: 831 passed; runtime build 1:48	engine-to-engine read ports scaffold	renderer-level chain use + SXU TB
2026-04-19	7364877	1	Item10 iter2: TASM for LOAD_VPU/XLU_RESULT	assembler + disassembler + roundtrip tests	pytest tasm: 72 passed (+4)	TASM full coverage of new opcodes	SXU TB + renderer use
2026-04-19	539a70e	2	Item2 iter1+2: PSUMBank scaffold	mkPSUMBank + TB + Makefile	make test-psumbank: 6/6	PSUM SRAM exists standalone	wire into Controller + SXU opcodes
2026-04-19	4f3d20d	1	Item2 iter3: reserve PSUM SXU opcodes	SxuOpCode + TASM + Python; runtime still builds	pytest backend: 831 passed; runtime build 1:46	opcodes 15-17 claimed	wire PSUMBank into TensorCore
2026-04-19	a301b5e	1	Item#2 iter 4: PSUMBank wired into SXU+TensorCore	SXU_PSUM_{WRITE,ACCUMULATE,READ} exec rules + TensorCore integration	make test-sxu-psum: 1/1; test-sxu: 6/6; test-psumbank: 6/6; pytest backend: 831 passed; runtime build 1:46	PSUM reachable from SXU front-end	MXU Controller still writes ctrl.results reg; needs to accumulate into PSUM
2026-04-19	e50d9ec	1	Item#2 iter 5: PSUMBank row-granular access	writeRow/accumulateRow/peekRow APIs	make test-psumbank: 9/9; test-sxu-psum: 1/1	row-at-a-time PSUM interface for MXU rows	Controller still writes only ctrl.results
2026-04-19	ba09632	1	Item#2 iter 6: MXU->PSUM row accumulate end-to-end	Controller.startPsum + SXU DISPATCH_MXU routes psum target fields	make test-ctrl-psum: 1/1; test-sxu-psum: 1/1; test-sxu: 6/6; test-psumbank: 9/9; test-tc: 1/1; test-accel: pass; pytest backend: 831 passed; runtime build 1:45	multi-K-tile GEMM can now accumulate in HW	tinygrad renderer still emits single-K-tile GEMM only
2026-04-19	66c4cc5	1	Item#2 iter 7: end-to-end SXU->MXU->PSUM test	TbSxuPSUM Part 2 drives DISPATCH_MXU with psum target fields	make test-sxu-psum: 2/2	SXU drives full MXU PSUM accumulate chain	tinygrad renderer not yet emitting psum-tagged MXU dispatches
2026-04-19	9f4571e	1	Item#2 iter 8: TASM psum target support	MXU ... psum_write/psum_acc=PSUM[A], psum_row=R syntax + disasm	pytest test_tasm: 5 new passes (mxu_psum_write/acc/roundtrips/default-no-psum); pytest backend: 831 passed	authors can write PSUM-accumulating MXU dispatches directly	renderer not yet emitting psum fields
2026-04-19	4ce0a89	1	Item#2 iter 9: PSUM bundle helpers + sim test	_mxu_psum_write/acc, _psum_read; end-to-end bundle MXU->PSUM->VMEM test	pytest backend: 832 passed (+1); pytest tasm: 80 passed	renderer helpers exist; renderer wiring still pending	multi-K-tile GEMM still rounds through VRegFile
2026-04-19	44df2f3	1	Item#2 iter 10: PSUM_READ_ROW opcode + Python helper	new SxuOpCode 18 + exec rule + TASM table + _psum_read_row + sim test	pytest backend: 833 passed (+1); make test-sxu-psum: 2/2; runtime build 1:45	PSUM row extraction in LOAD_MXU_RESULT shape	renderer still not using PSUM for multi-K-tile GEMM
2026-04-19	b7a73d7	1	Item#2 iter 11: multi-K-tile GEMM uses PSUM accumulator	_generate_gemm_sxu_instructions(use_psum=True) + zero-tile data_plan entry	pytest backend: 833 passed (6 multi-K-tile GEMM tests now use HW PSUM path)	multi-K-tile GEMM accumulates in hardware; VPU_ADD chain eliminated	deep-K tests may further benefit from per-bucket accumulation
2026-04-19	e6f4f98	1	Item#10 iter 3: bundle test for LOAD_VPU/XLU_RESULT	_load_vpu_result/_load_xlu_result helpers + 2 sim tests	pytest backend: 835 passed (+2)	engine-to-engine linger register read proven via runtime sim	renderer not yet using these opcodes
2026-04-19	8b31d9a	1	Item#2 iter 8ish: SXU_PSUM_CLEAR opcode	new SXU opcode 19 + psum.clear exec rule + TASM + _psum_clear; multi-K-tile GEMM drops zero-tile preload	pytest backend: 835 passed; runtime build 1:46	one-cycle bucket clear	no more known PSUM boilerplate for multi-K-tile GEMM
2026-04-19	bdb5c53	1	Item#2 + Item#10 iter: TODO updates for closed gaps	mark multi-K-tile HW epilogue done, PSUM accumulator bank done, engine-to-engine read ports partial	docs-only; pytest backend: 835 passed (unchanged)	TODO accurately reflects current HW state	next: Item#4 dual-issue
2026-04-19	1a58b9a	1	Item#4 iter 1: SXU opcode slot classification	sxu_is_xlu_slot() helper identifying XLU-only dispatches	make test-sxu: 6/6 (no behavior change; lays groundwork for dual-issue)	XLU opcode enumeration for future slot assignment	main FSM still single-issue
2026-04-19	3e6600c	1	Item#2 iter 13: stress test for multi-K-tile GEMM + bias + relu via PSUM	randomized 4x8@8x8 with int32 bias+relu through HW epilogue	pytest backend: 836 passed (+1)	PSUM hardware epilogue path protected against regression	dual-issue + predicate remain open
2026-04-19	7abc2af	1	Item#7 iter 1: PRED register + SET_PRED_IF_ZERO + SKIP_IF_PRED HW	SXU opcodes 20/21 + exec rules + 1-bit pred Reg	make test-sxu: 6/6 (no behavior change for existing ops)	baby conditional execution in hardware	TASM + Python bundle test still to do (iter 2)
2026-04-19	e8471d6	1	Item#7 iter 2: predicate TASM + Python + bundle tests	PRED/SKIP opcodes in TASM table; _set_pred_if_zero / _skip_if_pred helpers; 2 sim tests for skip-taken vs not-taken	pytest backend: 838 passed (+2); runtime build 1:46	conditional SXU execution demonstrated end-to-end	no renderer use yet (no code path needs predicate)
2026-04-19	2359ba5	1	Item#7 iter 3: mark predicate scaffolding done in TODO	updated Tier-2 item with what landed	docs-only; pytest backend: 838 passed (unchanged)	Item#7 scaffolding complete (no renderer user yet)	dual-issue and output-stationary MXU still open
2026-04-19	27dbfe2	1	Item#2 iter 14: SXU_PSUM_ACCUMULATE_ROW opcode	VPU-side row-granular PSUM deposit symmetric to MXU path	pytest backend: 839 passed (+1); runtime build 1:47	complete PSUM op surface (write/acc/read/read_row/clear, row/tile for acc)	dual-issue still open
2026-04-19	6c4e071	1	TODO sync: mark closed GEMM/movement gaps	multi-K HW epilogue, PAD unrolled, FLIP unrolled	docs-only; pytest backend: 839 passed (unchanged)	TODO more accurately reflects current HW state	remaining: dual-issue, transcendentals, multi-tile PAD/FLIP, CAT
2026-04-19	7a90a3a	1	Item#2 iter 15: deeper PSUM path stress test (k=4)	4x16@16x4 GEMM through 4-tile PSUM accumulate	pytest backend: 840 passed (+1)	PSUM chain length of 4 tested	none new
2026-04-19	a1e4ce5	1	cleanup: fix test_tasm.py imports	remove 2 dead WHERE bundle tests; fix `from tasm` -> `from scripts.tasm`	pytest test_tasm: 77 passed (up from 75+2broken)	TASM test suite fully green	no
2026-04-19	5dcb621	1	Item#7 iter 4: predicate auto-reset test	test_skip_if_pred_auto_resets_after_consume verifies pred clears after SKIP	pytest backend: 841 passed (+1)	predicate semantics tested end-to-end	none
2026-04-19	73bf964	1	Item#6 iter 1: VPU_EXP2 opcode via TranscUnit	mkTranscUnit multi-cycle walker + VpuOp 51 + VPU TB test	make test-vpu: 45/45; backend 841 passed; runtime build 1:50	first transcendental opcode landed	TASM + Python helper + tinygrad lowering
2026-04-19	fc34bd8	1	Item#6 iter 2: TASM + Python EXP2 helper	VPU opcode 51 in TASM + _vpu_exp2 + roundtrip test	pytest test_tasm: 78 passed (+1)	authoring interface complete	runtime-level sim test
2026-04-19	f9e8c31	1	Item#6 iter 3: VPU_EXP2 runtime bundle test	end-to-end sim test through TranscUnit walker	pytest backend: 842 passed (+1)	EXP2 end-to-end proven	tinygrad Exp2 UOp lowering
2026-04-19	f700fb4	1	Item#6 iter 4: tinygrad Exp2 lowering	_render_exp2_sxu_program + code_for_op[EXP2] + 2 tensor tests	pytest backend: 843 passed (+2 new, -1 stale)	tinygrad Exp2 lowers to HW	LOG2 + SIN
2026-04-19	8177872	1	Item#6 iter 5: VPU_LOG2 opcode via TranscUnit	TR_LOG2 + VpuOp 52 + range reduction + VPU TB test	make test-vpu 46/46; backend 843; runtime build 2:47	second transcendental opcode	TASM + Python + tinygrad lowering
2026-04-19	713cb5b	1	Item#6 iter 6: LOG2 TASM + Python + tinygrad lowering	_vpu_log2 + shared _render_unary_transcendental + 2 Tensor tests	pytest backend 844 + tasm 78 = 922 passed	tinygrad Log2 end-to-end	Sin
2026-04-19	4dcc405	1	Item#6 iter 7: VPU_SIN opcode via TranscUnit	TR_SIN + VpuOp 53 + degree-5 Taylor + VPU TB test	make test-vpu 47/47; backend 844; runtime build 1:49	third transcendental opcode	TASM + Python + tinygrad lowering
2026-04-19	0c52c3e	1	Item#6 iter 8: SIN TASM + Python + tinygrad lowering	_vpu_sin + _render_sin_sxu_program + 2 Tensor tests	pytest backend 845 + tasm 78 = 923 passed	tinygrad Sin small-angle lowers to HW	Sin range reduction for wide angles
2026-04-19	c319471	1	Item#6 iter 9: SQRT via Exp2(0.5*Log2(x))	_render_sqrt_sxu_program microprogram + 2 Tensor tests	pytest backend 846 (+2 new, -1 stale)	SQRT without host fallback	Remez coeffs for TranscUnit
2026-04-19	e0ba780	1	Item#6 iter 10: TODO sync (Exp2/Log2/Sin done)	mark transcendental hardware gap closed with follow-ups listed	docs-only; pytest backend 846 unchanged	single biggest model-blocker closed	Remez coeffs + sin range reduction
2026-04-19	4b222d6	1	Item#6 iter 11: guard elementwise renderer	reject kernels with EXP2/LOG2/SIN/SQRT so they don't silently drop the transcendental	pytest backend 846 unchanged	no more silent miscompile for Tensor.exp()	dedicated pre-scale+EXP2 renderer
2026-04-19	6def2b2	1	Item#6 iter 12: Tensor.exp() via scaled-exp2 renderer	_render_scaled_exp2_sxu_program (EXP2 over scalar-const MUL/ADD)	pytest backend 847 passed (+1)	Tensor.exp() works end-to-end	Tanh/Sigmoid microprograms
2026-04-19	e529ee9	1	Item#6 iter 13: Tensor.sigmoid() renderer	_render_sigmoid_sxu_program (1/(1+exp2(x*-1/ln2))) + Tensor test	pytest backend 848 passed (+1)	real NN activation function runs on TPU	tanh microprogram
2026-04-19	ab9da05	1	Item#6 iter 14: TODO sync (composites)	document scaled-exp2 + sigmoid renderers; list tanh/Remez/wide-sin follow-ups	docs-only; backend 848 unchanged	status clearly reflects HW + SW coverage	tanh composite; Remez
2026-04-19	0dfc2ed	1	Item#6 iter 15: reciprocal renderer guard	add EXP2/LOG2/SIN/SQRT reject; scaffold _render_tanh_sxu_program	pytest backend 848 unchanged	no more silent mis-render for RECIP+EXP2 kernels	tanh pattern split across multiple kernels
2026-04-19	memory	1	Item#6 iter 16: memory checkpoint	update project_tinytpu_status.md with iters 1-15 landings + resume candidates	memory-only; backend 848 unchanged	next-session can pick up cleanly	output-stationary MXU
2026-04-19	4756c9b	1	Item#6 iter 17: VPU_COS opcode	TR_COS + VpuOp 54 + VPU TB test + TASM	make test-vpu 48/48; backend 848 + tasm 78 = 926 passed	fourth transcendental primitive	tinygrad Ops.COS lowering
2026-04-19	3953739	1	Item#8 iter 1: DataflowMode enum plumbing	DF_WEIGHT_STATIONARY/DF_OUTPUT_STATIONARY enum + dfModeReg + getDataflowMode	test-sxu 6/6; test-ctrl-psum 1/1; test-tc 1/1; backend 848 passed	OS mode enumeration + observable state	startOS() operand swap
2026-04-19	5ebb511	1	Item#5 iter 1: WeightSRAMDB ping-pong scaffold	mkWeightSRAMDB 2-bank module + write-to-inactive + swap + TB	make test-wsram-db 3/3; backend 848 unchanged	ping-pong SRAM exists standalone	wire into Controller
2026-04-19	7279c39	1	Item#5 iter 2: ActivationSRAMDB ping-pong	mkActivationSRAMDB 2-bank + swap + TB	make test-asram-db 3/3; backend 848 unchanged	ping-pong available for both operands	wire into Controller
2026-04-19	1cbb1f6	1	Item#4 iter 2: SXU dual-issue scoreboard state	xlu_busy + xlu_dst registers	make test-sxu 6/6; no behavior change	scoreboard state available for future dual-issue FSM	arbiter rule
2026-04-19	8b42c44	1	Item#6 iter: multi-tile EXP2 regression	test_exp2_two_tile_matches_reference	pytest backend 849 passed (+1)	multi-tile exp2 through TranscUnit proven	larger tiles
2026-04-19	c989bdc	1	Item#6 iter: multi-tile sigmoid regression	test_sigmoid_multi_tile_matches_reference	pytest backend 850 passed (+1)	sigmoid multi-tile proven	other activations
2026-04-19	78ddeca	1	TODO sync for iters 18-23	mark Item#4/#5/#8 scaffolding in progress; list remaining work per item	docs-only; backend 850 unchanged	TODO mirrors repo state for next session	final verification
2026-04-19	memory	1	reference checkpoint update	capture iters 1-24 state; baselines, landings, gotchas, resume list	memory-only; backend 850 unchanged	next session resumes cold	final verification
2026-04-19	vfy	1	final verification iter 26	BSV 48+6+9+2+1+3+3+7=79 all green; Python 988 passed 1 skipped	all tests passing	all suites green end of session	-
2026-04-19	2ac46dc	1	multi-tile exp test	test_exp_multi_tile_matches_reference	pytest backend 851 passed (+1)	multi-tile exp via scaled-exp2 renderer proven	-
2026-04-19	memory	1	iter 28: project status memory update	capture 27-iter state; baselines, scaffolds, resume ranking	memory-only; backend 851 unchanged	next session picks up cold	final sync
2026-04-19	vfy	1	iter 29: final sweep verification	pytest tests/ 989 passed 1 skipped; BSV 48+6+9+2+1+3+3+7=79 green	all suites verified end of 30-iter push	session end	-
2026-04-19	d171aeb	1	iter 30: TODO recommended next iterations	add current-state ranked list; preserve prior 2026-04-12 list below	docs-only; tests unchanged	30-iter push complete	next session resumes from memory+TODO
2026-04-19	66e3f21	1	Item#8 iter 2: Controller startOS() method	add startOS() + TbCtrlOS; start()/startPsum() latch WS explicitly	make test-ctrl-os 1/1; test-ctrl-psum 1/1; test-sxu 6/6; runtime rebuilt	startOS exposed to SXU next iter	SXU OS dispatch opcode
2026-04-19	7a1c278	1	Item#8 iter 3: SXU DISPATCH_MXU_OS opcode	SxuOpCode 23 routes to ctrl.startOS; TASM MXU_OS mnemonic + 2 tests	pytest tasm 80/80 (+2); test-sxu 6/6; backend 851/851	SXU->Controller OS dispatch end-to-end	PE accumulator-hold + operand-swap
2026-04-19	f5f893c	1	Item#6 iter: Remez coefs for EXP2	P=0.7344 Q=0.25 fit over [-1,1]; 4x peak-error improvement	make test-vpu 48/48; pytest 991 passed	transcendental accuracy up without new opcodes	SIN/LOG2 Remez upgrade
2026-04-19	7da44cd	1	Item#6 iter: Remez coefs for SIN	P=-0.16607 Q=0.00763 fit over [-π/2,π/2]; 40x peak-error reduction	make test-vpu 48/48; pytest 991 passed	transcendental accuracy up	COS Remez + wide-angle range reduction
2026-04-19	a006db8	1	Item#6 iter: Remez coefs for COS	cos_c2=-0.49660 cos_c4=0.03713 fit over [-π/2,π/2]; 27x peak-error reduction	test-vpu 48/48; pytest 991 passed	cleaner π/2 zero-crossing	LOG2 Remez; wide-angle reduction
2026-04-19	defcb94	1	Item#6 iter: Remez coefs for LOG2	A=1.5108 B=-0.545 fit log2(1+u) over [0,1]; 8x peak-error reduction	test-vpu 48/48; pytest 991 passed	all 4 transcendentals now Remez-tuned	wide-angle SIN reduction; tanh renderer
2026-04-19	ebb21d6	1	Item#6 iter: TbTranscUnit standalone TB	mkTbTranscUnit drives TranscUnit directly; 4/4 bands for EXP2/LOG2/SIN/COS	make test-transcunit 4/4	coefficient contract locked at unit layer	wide-angle SIN reduction
2026-04-19	806302b	1	Item#6 iter: lock Remez accuracy with tight test	test_exp2_tight_band_inside_fit_range atol=0.02; retuned existing bands	pytest 992 passed (+1); would fail on Taylor revert	Remez win locked end-to-end	LOG2/SIN/COS tight tests
2026-04-19	0b9cd4f	1	Item#6 iter: tighten LOG2/SIN tolerances	atol 0.3→0.05 (LOG2), 0.02→1e-3 and 0.05→5e-4 (SIN)	pytest 992 passed	Remez gain locked for LOG2/SIN	COS test; wide-angle SIN
2026-04-19	7a141cc	1	Item#6 iter: tanh renderer fix	guard multistep divide; use const directly (no double 2×)	pytest 993 passed; Tensor.tanh() lowers to dedicated renderer	tanh works for |x|≤0.3	EXP2 range reduction for wide tanh
2026-04-19	fb2d8f7	1	Item#6 iter: scaled_sin renderer for Tensor.cos	sin(s·x+t) renderer; Tensor.cos() now routes to dedicated kernel	pytest 995 passed (+2)	cos end-to-end on Remez range	wide-angle SIN reduction
2026-04-19	32ac920	1	TODO refresh after iters 1-11	995 Python + 80 BSV; next-steps ranked; iters landed listed	docs-only	state mirrored in TODO	next hw iter
2026-04-19	b9a1082	1	Item#6 iter: tighten sigmoid tolerances	atol 0.05→0.01 small-input; 0.25→0.05 multi-tile	pytest 995 passed	sigmoid Remez gain locked	EXP2 range reduction
2026-04-19	b93e8d1	1	Item#8 iter: MXU_OS end-to-end sim test	_mxu_os TASM helper + bundle test via TbTinyTPURuntime	pytest 996 passed (+1)	OS dispatch wired through sim	PE accumulator-hold
2026-04-19	b13f6f5	1	Item#6 iter: TranscUnit range-reduction helpers	tr_trunc / tr_fp_to_int / tr_pow2_int + tests	test-transcunit 5/5; test-vpu 48/48	scaffolds for wide-range EXP2	wire into EXP2 FSM
2026-04-19	b23c08d	1	Item#6 iter: EXP2 range reduction	split x=n+f; 2^f·2^n via exponent manipulation; wide-input tanh/exp/sigmoid accurate	test-vpu 48/48; test-transcunit 5/5; pytest 996 passed	tanh([-2,-1,0,1]) within 0.1%	use for other transcendentals
2026-04-19	ceb9d21	1	Item#6 iter: wide-input tanh/exp tests	tanh |x|≤2 atol=0.01; exp |x|≤3 rtol=0.02	pytest 998 passed (+2)	EXP2 range reduction end-to-end locked	SIN range reduction
2026-04-19	e2d9fce	1	Item#6 iter: SIN range reduction	mod-2π + quadrant fold; widened step to UInt#(4); 10-step SIN	test-vpu 48/48; pytest 998 passed	wide-angle sin/cos accurate (sin(π)=0, sin(5)=-0.96)	DB SRAM Controller wiring
2026-04-19	98bf3ee	1	Item#6 iter: SIN round-bias + wide tests	sign-aware +0.5 before trunc so mod-2π is correct; wide sin/cos tests	test-vpu 48/48; pytest 1000 passed (+2)	sin(5π)≈0 accurate; cos wide	end of Item#6 push
2026-04-19	d5928ee	1	Item#6 iter: tighten sqrt tolerance	rtol 0.4→0.03 now that LOG2+EXP2 are Remez + range-reduced	pytest 1001 passed (+1)	sqrt compound error under 3%	memory checkpoint
2026-04-19	memory	1	Item#6 iter: project status memory refresh	capture 40-iter push iters 1-20; remez + range reduction landed	memory-only	next-session resumes cold	DB SRAM wiring
2026-04-19	3235c02	1	Item#6 iter: wide sigmoid test	atol=0.01 over [-4, 4]	pytest 1002 passed (+1)	sigmoid wide-range accuracy locked	-
2026-04-19	924faf2	1	Item#6 iter: scaled_log2 + Tensor.log	_render_scaled_log2 matches MUL(LOG2, const); Tensor.log tests	pytest 1003 passed (+1)	natural log end-to-end	more renderers or hw work
2026-04-19	c8c1621	1	Item#4 iter: scoreboard live state	xlu_busy/xlu_dst set in XLU dispatch rules and cleared on collect	test-sxu 6/6; pytest 1003 passed	scoreboard observable	RAW hazard + 2-slot arbiter
2026-04-19	f58ee9f	1	Item#6 iter: multi-tile tanh test	32-elem [-2.5, 2.5] atol=0.01	pytest 1004 passed (+1)	multi-tile tanh proven	TODO refresh
2026-04-19	21ecedb	1	TODO iter: mark Item#6 done	expanded transcendental section with full landings list	docs-only	Item#6 fully complete	DB SRAM or dual-issue
2026-04-19	259ed05	1	Item#5 iter: DB SRAM plain sub-interface	WeightSRAMDB_IFC / ActivationSRAMDB_IFC wrap plain SRAM IFC; TbCtrlDB demonstrates preload-parallel	test-wsram-db 3/3; test-asram-db 3/3; test-ctrl-db 2/2	Controller uses DB SRAMs via .plain	wire DB into full runtime + DMA stub
2026-04-19	memory	1	Project memory refresh (iters 1-27)	capture Item#5 + Item#8 dispatch + Item#6 done + scoreboard live	memory-only	cold-resume point updated	finish Item#8/#4
2026-04-19	be1bd4a	1	Item#6 iter: tighten log2 tolerance	atol 0.05 -> 0.04 on non-power inputs	pytest 1004 passed	log2 accuracy band matches Remez	various follow-ups
2026-04-19	0da0d10	1	Item#6 iter: rsqrt renderer	RECIPROCAL(SQRT) → LOG2+FMUL(-0.5)+EXP2	pytest 1005 passed (+1)	Tensor.rsqrt() end-to-end	x**2 renderer for self-MUL
2026-04-19	vfy	1	iter 31: final verification	BSV 48+6+9+2+1+1+2+3+3+7+5=87 tests; Python 1005 passed (+1 skipped)	all suites green	end of 40-push partial	Item#8 FSM remaining
2026-04-19	memory	1	Reference checkpoint update (iter 32)	capture full push state + resume ranking for next session	memory-only	cold-resume ready	Item#8/#4/#5 next session
2026-04-20	674a2f8	1	Item iter: self-square renderer	Tensor(x)**2 via dedicated MUL(v,v) kernel	pytest 1006 passed (+1)	x**2 end-to-end	composite activations
2026-04-20	94d09e9	1	Iter 34: TODO end-of-push refresh	capture landings + rerank follow-ups for next session	docs-only	state mirrored in TODO	next session
2026-04-20	vfy	1	Iter 35: final verification	BSV 87 tests + Python 1006 passed; 40-iter push wraps	all suites green	end of 40-iter push	next session resumes cold from memory
2026-04-20	4d4a074	1	Item#8 iter: PE accumulator-hold for OS	startOS preserves PE accumulator across dispatches; clearArray method; start/startPsum pre-clear	test-ctrl-os 1/1; all adjacent green	accumulator-hold genuinely distinct from WS	SXU opcode for MXU_CLEAR
2026-04-20	45c8336	1	Item#8 iter: SXU_MXU_CLEAR opcode	SXU opcode 24 calls Controller.clearArray; TASM MXU_CLEAR mnemonic; _mxu_clear helper	test-sxu 6/6; test-ctrl-os 1/1; tasm 82/82	opcode to zero PE accum between OS epochs	OS program end-to-end via runtime
2026-04-20	f97d053	1	Item#8 iter: E2E OS accumulator-hold sim tests	backend tests for OS back-to-back accumulate ([2,4,6,8]) + MXU_CLEAR reset ([1,2,3,4])	868 backend tests (+2)	E2E MXU_OS + MXU_CLEAR via runtime	tinygrad renderer support for OS mode
